symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,oldest_fiscal_date,previous_oldest_fiscal_date,oldest_revenue,previous_oldest_revenue,oldest_net_income,previous_oldest_net_income,oldest_gross_profit,previous_oldest_gross_profit,oldest_revenue_growth_%,oldest_net_income_growth_%,oldest_gross_profit_growth_%
IBKR,Common Stock,Interactive Brokers Group Inc,"Interactive Brokers Group, Inc. (IBKR) is a premier global electronic brokerage firm based in Greenwich, Connecticut, distinguished by its cutting-edge trading technology and comprehensive financial services. Serving both institutional and retail investors, the company offers extensive access to a diverse range of financial instruments across various markets and asset classes. With a strong emphasis on cost efficiency and advanced risk management solutions, Interactive Brokers is strategically positioned to leverage industry trends and meet the complex demands of its sophisticated client base.",1381197,NASDAQ,USD,USA,FINANCIAL SERVICES,CAPITAL MARKETS,"ONE PICKWICK PLAZA, GREENWICH, CT, UNITED STATES, 06830",https://www.interactivebrokers.com,2015-12-31,2014-12-31,1378000000.0,1226000000.0,49000000.0,45000000.0,920000000.0,809000000.0,12.39804241435563,8.88888888888889,13.720642768850432
ICE,Common Stock,Intercontinental Exchange Inc,"Intercontinental Exchange Inc. (ICE) is a prominent global financial market infrastructure provider, founded in 2000, that operates a comprehensive network of exchanges and clearinghouses across diverse financial and commodity sectors. As a Fortune 500 company, ICE is integral to facilitating transparent and efficient trading, offering an array of services, including mortgage technology, data analytics, and listing solutions. With a strong emphasis on innovation and regulatory adherence, ICE remains committed to enhancing its role within the global financial ecosystem, effectively serving institutional investors and market participants around the world.",1571949,NYSE,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"5660 NEW NORTHSIDE DRIVE, ATLANTA, GA, UNITED STATES, 30328",https://www.ice.com,2015-12-31,2014-12-31,4682000000.0,4352000000.0,1274000000.0,981000000.0,2524000000.0,2312000000.0,7.5827205882352935,29.867482161060146,9.16955017301038
IFF,Common Stock,International Flavors & Fragrances Inc,"International Flavors & Fragrances Inc. (IFF) is a premier global leader in the development and manufacture of innovative flavors and fragrances, enhancing a diverse range of consumer products across sectors such as food and beverage, personal care, and household goods. Headquartered in New York City, IFF capitalizes on its robust research and development capabilities to deliver sustainable, high-quality solutions tailored to the evolving needs of its clients. The company's commitment to sustainability and strategic partnerships underpins its growth strategy, reinforcing its position as a pivotal player in the competitive flavor and fragrance industry. Through continuous innovation and targeted acquisitions, IFF is well-equipped to adapt and thrive in a rapidly changing market landscape.",51253,NYSE,USD,USA,BASIC MATERIALS,SPECIALTY CHEMICALS,"521 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019-2960",https://www.iff.com,2015-12-31,2014-12-31,3023189000.0,3088533000.0,419247000.0,414543000.0,1351599000.0,1362150000.0,-2.1156969991902304,1.134743560981611,-0.7745842968836032
IP,Common Stock,International Paper,"International Paper Company (NYSE: IP), headquartered in Memphis, Tennessee, is a leading global manufacturer of sustainable pulp and paper products, delivering high-quality paper, packaging, and wood solutions across various industries. Renowned for its commitment to environmental stewardship, the company employs innovative technologies to optimize efficiency and drive growth across its extensive operations in North America, Europe, Latin America, Asia, and Russia. With a strategic focus on long-term profitability and adaptability to market demands, International Paper positions itself to meet the evolving needs of its diverse customer base in an increasingly competitive landscape.",51434,NYSE,USD,USA,CONSUMER CYCLICAL,PACKAGING & CONTAINERS,"6400 POPLAR AVENUE, MEMPHIS, TN, UNITED STATES, 38197",https://www.internationalpaper.com,2015-12-31,2014-12-31,20675000000.0,23617000000.0,938000000.0,555000000.0,6362000000.0,7363000000.0,-12.457128339755261,69.009009009009,-13.595002037213092
IPG,Common Stock,Interpublic Group of Companies Inc,"The Interpublic Group of Companies, Inc. (IPG) is a prominent global leader in advertising and marketing services, renowned for its extensive portfolio that encompasses five major networks: FCB, IPG Mediabrands, McCann Worldgroup, MullenLowe Group, and a range of specialized agencies. With a strong focus on innovation and adaptability, IPG effectively addresses the multifaceted needs of its clients through expertise in public relations, sports marketing, talent representation, and healthcare marketing. The company's commitment to leveraging cutting-edge strategies and comprehensive resources positions it favorably to drive sustainable growth and enhance brand value in an increasingly competitive marketplace.",51644,NYSE,USD,USA,COMMUNICATION SERVICES,ADVERTISING AGENCIES,"909 THIRD AVENUE, NEW YORK, NY, UNITED STATES, 10022",https://www.interpublic.com,2015-12-31,2014-12-31,7613800000.0,7537100000.0,454600000.0,477100000.0,2759000000.0,2716700000.0,1.017632776532088,-4.715992454412072,1.5570361099863805
INTU,Common Stock,Intuit Inc,"Intuit Inc. (Ticker: INTU) is a premier American financial software company recognized for its cutting-edge solutions that enhance financial management for both consumers and businesses. Renowned for flagship products such as TurboTax, QuickBooks, and Mint, Intuit has established a dominant position in the financial technology landscape. With a strong emphasis on innovation and user-centric design, the company employs advanced analytics to streamline financial processes, thereby delivering significant value to its customers. Intuit's strategic focus on data-driven growth and its ability to adapt to evolving market demands position it well for long-term success and shareholder value appreciation in the competitive fintech arena.",896878,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"2700 COAST AVENUE, MOUNTAIN VIEW, CA, UNITED STATES, 94043",https://www.intuit.com,2016-07-31,2015-07-31,4694000000.0,4192000000.0,979000000.0,365000000.0,3942000000.0,3467000000.0,11.975190839694656,168.21917808219177,13.700605710989327
ISRG,Common Stock,Intuitive Surgical Inc,"Intuitive Surgical, Inc. is a premier American medical technology company that transforms surgery through its pioneering robotic-assisted surgical systems, notably the da Vinci Surgical System. The firm is dedicated to enhancing patient outcomes by developing minimally invasive surgical technologies, supported by an extensive portfolio of instruments, accessories, and comprehensive training programs for healthcare providers. With a strong emphasis on innovation, Intuitive Surgical is strategically positioned to capture growth opportunities in the rapidly evolving robotic surgery market, driving advancements in surgical precision and patient recovery rates.",1035267,NASDAQ,USD,USA,HEALTHCARE,MEDICAL INSTRUMENTS & SUPPLIES,"1020 KIFER ROAD, SUNNYVALE, CA, UNITED STATES, 94086-5304",https://www.intuitive.com,2015-12-31,2014-12-31,2384400000.0,2131700000.0,588800000.0,418800000.0,1577900000.0,1413800000.0,11.854388516207722,40.592168099331424,11.607016551138775
IVZ,Common Stock,Invesco Plc,"Invesco Ltd. (IVZ), headquartered in Atlanta, Georgia, is a preeminent independent investment management firm offering a diverse range of investment solutions across multiple asset classes, including equities, fixed income, and alternatives. Catering to a broad clientele that encompasses institutions, intermediaries, and individual investors, Invesco leverages its fiduciary responsibility to deliver strong performance and sustainable long-term value. The firm's strategic approach combines active, passive, and smart beta strategies, underlining its commitment to innovation and adaptability in an ever-evolving investment landscape. With a global presence and a focus on client-centric solutions, Invesco is well-equipped to navigate the complexities of the financial markets.",914208,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"MIDTOWN UNION, ATLANTA, GA, UNITED STATES, 30309",https://www.invesco.com,2015-12-31,2014-12-31,5122900000.0,5147100000.0,968100000.0,991500000.0,2147500000.0,2121900000.0,-0.4701676672300907,-2.3600605143721634,1.2064659031999623
INVH,Common Stock,Invitation Homes Inc,"Invitation Homes Inc. (INVH) is the leading provider of single-family home rentals across the United States, uniquely positioned to meet the growing demand for rental properties that cater to evolving lifestyle preferences. With a robust portfolio of high-quality, renovated homes located near key employment hubs and esteemed educational institutions, INVH delivers exceptional living experiences that attract and retain tenants. The company utilizes deep market insights and operational efficiencies to not only enhance living standards but also to drive sustainable growth in a rapidly changing housing landscape. By focusing on strategic community engagement and responsive service, Invitation Homes is well-equipped to navigate the increasing interest in single-family rentals, ensuring both tenant satisfaction and long-term value creation for investors.",1687229,NYSE,USD,USA,REAL ESTATE,REIT - RESIDENTIAL,"5420 LBJ FREEWAY, DALLAS, TX, UNITED STATES, 75240",https://www.invitationhomes.com,2015-12-31,2014-12-31,836049000.0,658722000.0,-160208000.0,-269861000.0,448628000.0,275558000.0,26.91985389891335,-40.63314076506053,62.80710413052788
IQV,Common Stock,IQVIA Holdings Inc,"IQVIA Holdings Inc. is a premier global provider of advanced analytics, technology solutions, and contract research services, primarily catering to the healthcare sector. Formed through the merger of Quintiles and IMS Health, IQVIA excels in biopharmaceutical development and commercial outsourcing, offering comprehensive support for Phase I-IV clinical trials and laboratory services. By harnessing state-of-the-art data and technology, the company is committed to driving innovation, enhancing patient outcomes, and leading the transformation of healthcare on a global scale.",1478242,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"2400 ELLIS ROAD, DURHAM, NC, UNITED STATES, 27703",https://www.iqvia.com,2015-12-31,2014-12-31,5737000000.0,5460000000.0,387205000.0,356383000.0,1621000000.0,1501000000.0,5.073260073260073,8.64856067769787,7.994670219853431
