symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,fiscal_year_end,latest_quarter,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,analyst_rating_strong_buy,analyst_rating_buy,analyst_rating_hold,analyst_rating_sell,analyst_rating_strong_sell,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,fifty_two_week_high,fifty_two_week_low,fifty_day_moving_average,two_hundred_day_moving_average,shares_outstanding,shares_float,percent_insiders,percent_institutions,dividend_date,ex_dividend_date
CVS,Common Stock,CVS Health Corp,"CVS Health Corp is a diversified American healthcare leader headquartered in Woonsocket, Rhode Island, renowned for its extensive network that includes CVS Pharmacy, a prominent retail pharmacy chain, and CVS Caremark, a major pharmacy benefits manager. The strategic acquisition of Aetna has further bolstered its capabilities, enabling CVS to deliver integrated healthcare solutions that bridge the gap between pharmacy services and health insurance. By focusing on patient-centric care and innovative health solutions, CVS Health is well-positioned to advance healthcare access and enhance patient outcomes in a rapidly changing healthcare environment.",64803,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"ONE CVS DRIVE, WOONSOCKET, RI, UNITED STATES, 02895",https://www.cvshealth.com,December,2025-06-30,104662286000.0,13973000000.0,22.99,0.642,61.07,2.66,0.0327,3.59,304.54,0.0118,0.028,0.0229,0.0588,384328991000.0,51134001000.0,3.59,-0.432,0.084,85.52,7,15,4,0,0,22.99,10.72,0.272,1.27,0.431,11.76,0.609,82.88,42.12,73.84,65.54,1268326000,1265701000,1.069,87.994,2025-11-03,2025-10-23
DHR,Common Stock,Danaher Corporation,"Danaher Corporation is a prominent American diversified conglomerate based in Washington, D.C., recognized for its cutting-edge innovations across multiple sectors, including Life Sciences, Diagnostics, and Environmental & Applied Solutions. The company employs advanced technologies to advance healthcare and improve efficiencies in industrial processes worldwide, demonstrating a strong commitment to enhancing patient outcomes and operational performance. With a diverse portfolio of scientific and diagnostic products, Danaher maintains a leadership position in the global market, poised for continued growth and impact across its core sectors.",313616,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"2200 PENNSYLVANIA AVENUE N.W., WASHINGTON, DC, UNITED STATES, 20037-1701",https://www.danaher.com,December,2025-06-30,149697741000.0,7521000000.0,44.48,1.849,73.1,1.18,0.0056,4.7,33.37,0.142,0.201,0.0401,0.0668,24013001000.0,14340000000.0,4.7,-0.369,0.034,243.55,3,18,2,0,0,44.48,24.39,6.23,2.878,6.87,24.43,0.802,267.62,170.43,201.46,203.98,716052000,637121000,11.047,82.777,2025-10-31,2025-09-26
DRI,Common Stock,Darden Restaurants Inc,"Darden Restaurants, Inc. is a leading multi-brand restaurant operator based in Orlando, Florida, renowned for its diverse portfolio that features popular brands such as Olive Garden, LongHorn Steakhouse, and Cheddar's Scratch Kitchen. Committed to delivering outstanding dining experiences, Darden prioritizes quality, innovation, and guest satisfaction, solidifying its position in the casual dining sector. The company's strategic focus on operational efficiency and market expansion is complemented by its responsiveness to changing consumer preferences, positioning Darden for sustained growth in an evolving industry landscape.",940944,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"1000 DARDEN CENTER DRIVE, ORLANDO, FL, UNITED STATES, 32837",https://www.darden.com,May,2025-08-31,21889087000.0,1953600000.0,20.17,1.877,19.12,5.7,0.0304,9.33,105.63,0.089,0.0988,0.0748,0.504,12364400000.0,2698700000.0,9.33,0.261,0.104,223.25,4,15,12,0,1,20.17,18.21,1.77,10.11,2.301,14.79,0.764,224.86,153.22,199.47,201.24,116314000,115767000,0.306,95.486,2025-11-03,2025-10-10
DDOG,Common Stock,Datadog Inc,"Datadog, Inc. is a premier provider of cloud-based monitoring and analytics solutions that optimize application performance and enhance operational efficiency for developers and IT teams. The company’s robust platform offers real-time insights across the entire technology stack, empowering organizations to proactively manage their cloud environments. Headquartered in New York, Datadog is strategically positioned within the rapidly expanding observability market, catering to a diverse global clientele and driving value in an increasingly digital landscape.",1561550,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"620 8TH AVENUE, NEW YORK, NY, UNITED STATES, 10018",https://www.datadoghq.com,December,2025-06-30,53312664000.0,29783000.0,413.16,1.683,9.17,0.0,0.0,0.37,8.82,0.0413,-0.0429,-0.0022,0.0445,3016056000.0,2411053000.0,0.37,-0.936,0.281,166.57,8,30,6,1,0,413.16,67.57,17.68,16.54,16.65,239.08,1.214,170.08,81.63,140.2,127.17,323271000,321138000,0.832,88.443,,
DVA,Common Stock,DaVita HealthCare Partners Inc,"DaVita HealthCare Partners Inc. is a premier provider of kidney care services, renowned for its expansive network of outpatient dialysis centers throughout the United States. The company is dedicated to enhancing the quality of life for patients with chronic kidney disease by utilizing cutting-edge treatment technologies and innovative care delivery models. As a leader in the renal care sector, DaVita's integrated approach significantly improves patient outcomes, positioning it as a compelling investment opportunity for institutional investors focused on growth within the evolving healthcare landscape.",927066,NYSE,USD,USA,HEALTHCARE,MEDICAL CARE FACILITIES,"2000 16TH STREET, DENVER, CO, UNITED STATES, 80202",https://www.davita.com,December,2025-06-30,9000419000.0,2687971000.0,12.4,1.496,-4.98,0.0,0.0,10.15,164.22,0.0635,0.157,0.0715,0.579,13161328000.0,4282882000.0,10.15,0.032,0.061,150.5,0,1,7,0,1,12.4,10.47,0.684,21.63,1.635,7.94,1.124,179.6,122.93,132.34,144.04,71500000,35690700,49.983,51.374,,
DAY,Common Stock,Dayforce Inc.,"Dayforce Inc. is a premier provider of human capital management (HCM) software, renowned for its advanced solutions tailored to enhance workforce management, payroll processing, and talent acquisition across the U.S., Canada, and international markets. Based in Minneapolis, Minnesota, the company's cutting-edge platform not only streamlines HR operations but also empowers organizations with actionable insights that drive employee engagement and productivity. By focusing on technological innovation and user experience, Dayforce positions itself as a strategic partner for businesses aiming to optimize their human resource functions and achieve operational excellence.",1725057,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"3311 EAST OLD SHAKOPEE ROAD, MINNEAPOLIS, MN, UNITED STATES, 55425",https://www.dayforce.com,December,2025-06-30,10785523000.0,262000000.0,227.53,5.36,16.91,0.0,0.0,0.3,11.65,0.0265,0.0807,0.0082,0.0189,1851700000.0,943400000.0,0.3,1.25,0.098,70.0,0,2,14,0,0,227.53,28.09,5.82,4.034,6.21,35.37,1.175,82.69,48.01,66.77,61.79,158006000,140093000,1.245,107.743,,
DECK,Common Stock,Deckers Outdoor Corporation,"Deckers Outdoor Corporation (DECK) is a prominent designer, marketer, and distributor specializing in premium footwear, apparel, and accessories, with a focus on casual lifestyle and high-performance sectors. Based in Goleta, California, the company boasts a portfolio of iconic brands, including UGG, HOKA ONE ONE, Teva, and Sanuk, which attract a wide-ranging consumer demographic. Committed to sustainability and quality, Deckers is strategically expanding its market footprint through robust e-commerce initiatives and international growth, positioning itself for long-term profitability and enhanced shareholder value.",910521,NYSE,USD,USA,CONSUMER CYCLICAL,FOOTWEAR & ACCESSORIES,"250 COROMAR DRIVE, GOLETA, CA, UNITED STATES, 93117",https://www.deckers.com,March,2025-06-30,14807634000.0,1287578000.0,15.33,1.79,16.61,0.0,0.0,6.51,33.91,0.193,0.171,0.213,0.436,5124803000.0,2953569000.0,6.51,0.24,0.169,126.54,3,8,13,1,1,15.33,16.45,2.889,6.24,2.73,10.35,1.054,223.98,93.72,108.75,125.18,148343000,147048000,0.566,99.54,,
DE,Common Stock,Deere & Company,"Deere & Company, known for its iconic John Deere brand, is a leading American manufacturer renowned for its advanced machinery in agriculture, construction, and forestry, as well as diesel engines and drivetrains for heavy equipment. The company's dedication to innovation and sustainability has established it as a frontrunner in agricultural technology, delivering solutions that markedly improve productivity across diverse sectors. With a well-diversified product portfolio and a robust global footprint, Deere exhibits strong resilience and growth potential, making it an attractive investment opportunity for institutional investors looking to gain strategic exposure to the industrial and agricultural markets.",315189,NYSE,USD,USA,INDUSTRIALS,FARM & HEAVY CONSTRUCTION MACHINERY,"ONE JOHN DEERE PLACE, MOLINE, IL, UNITED STATES, 61265",https://www.deere.com/en,October,2025-07-31,123946033000.0,8454000000.0,23.92,1.56,93.13,6.33,0.0138,19.17,162.98,0.118,0.151,0.0374,0.214,44250001000.0,12134000000.0,19.17,-0.245,-0.086,523.47,5,6,12,0,0,23.92,22.57,2.801,4.959,4.189,15.38,1.031,530.24,381.67,473.89,481.54,270329000,269813000,0.183,83.528,2025-11-10,2025-09-30
DELL,Common Stock,Dell Technologies Inc,"Dell Technologies Inc. is a prominent global leader in information technology solutions, specializing in a diverse portfolio that includes personal computers, servers, storage solutions, and cloud infrastructure. Headquartered in Round Rock, Texas, Dell employs cutting-edge technology and customer-centric services to facilitate digital transformation for businesses of all sizes. By maintaining a strong commitment to operational excellence and innovation, Dell positions itself as an essential player in the rapidly evolving digital ecosystem, continually enhancing its market share across multiple sectors.",1571996,NYSE,USD,USA,TECHNOLOGY,COMPUTER HARDWARE,"ONE DELL WAY, ROUND ROCK, TX, UNITED STATES, 78682",https://www.dell.com,January,2025-07-31,100255244000.0,10139000000.0,21.84,0.83,-4.098,1.94,0.0128,6.85,146.29,0.0477,0.0664,0.054,0.443,101450998000.0,21570001000.0,6.85,0.382,0.19,162.33,4,15,5,0,0,21.84,13.11,0.988,4.39,1.176,11.47,1.126,166.1,65.55,136.23,115.33,338647000,316479000,6.443,71.216,2025-10-31,2025-10-21
DAL,Common Stock,Delta Air Lines Inc,"Delta Air Lines, Inc. (DAL) is a premier U.S. airline and a prominent force in the global aviation sector, headquartered in Atlanta, Georgia. Operating a fleet of over 800 aircraft, Delta connects more than 300 destinations across 50 countries, offering a comprehensive domestic and international travel network. Renowned for its exceptional customer service, the airline pursues innovation through a robust operational strategy focused on enhancing efficiency and profitability. With a strong commitment to sustainability and advanced technology integration, Delta is strategically positioned to navigate evolving market challenges and create long-term value for its stakeholders.",27904,NYSE,USD,USA,INDUSTRIALS,AIRLINES,"1030 DELTA BOULEVARD, ATLANTA, GA, UNITED STATES, 30354-1989",https://www.delta.com,December,2025-09-30,38942700000.0,8022000000.0,8.41,39.29,29.02,0.675,0.0112,7.09,97.25,0.0736,0.0992,0.0475,0.285,62919999000.0,13287000000.0,7.09,0.102,0.064,71.75,4,16,1,1,0,8.41,7.87,0.619,2.137,0.892,8.68,1.503,69.15,34.41,59.17,54.39,652963000,645304000,0.327,81.351,2025-11-06,2025-10-16
DVN,Common Stock,Devon Energy Corporation,"Devon Energy Corporation (DVN) is a prominent American energy enterprise specializing in the exploration and production of oil and natural gas, with significant assets in the high-yield Permian Basin and Eagle Ford Shale. The company utilizes cutting-edge technology and best-in-class operational practices to enhance resource recovery and efficiency. Committed to sustainability, Devon prioritizes disciplined capital management while offering innovative energy solutions, thereby positioning itself as a key contributor to the evolution of domestic energy production and creating substantial long-term value for shareholders. With its strategic focus on high-growth regions, Devon is well-equipped to navigate the complexities of the energy market.",1090012,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"333 WEST SHERIDAN AVENUE, OKLAHOMA CITY, OK, UNITED STATES, 73102-5015",https://www.devonenergy.com,December,2025-06-30,20148552000.0,7744000000.0,7.15,14.9,23.68,1.14,0.0356,4.44,25.24,0.177,0.251,0.0909,0.207,16105000000.0,8152000000.0,4.44,0.052,-0.007,45.37,6,15,9,0,0,7.15,8.05,1.251,1.447,1.691,3.729,1.08,39.44,25.53,34.47,33.77,634800000,629328000,0.786,77.817,2025-09-30,2025-09-15
DXCM,Common Stock,DexCom Inc,"DexCom, Inc. is a prominent leader in diabetes care, renowned for its groundbreaking continuous glucose monitoring (CGM) systems that empower patients to manage their diabetes effectively. Headquartered in San Diego, California, with a strategic manufacturing facility in Mesa, Arizona, the company is dedicated to advancing diabetes management through innovative technology and exceptional product quality. As a pioneer in glucose monitoring, DexCom is actively expanding its global presence to meet the rising demand for effective diabetes solutions, positioning itself as a key player in the evolving healthcare landscape.",1093557,NASDAQ,USD,USA,HEALTHCARE,MEDICAL DEVICES,"6340 SEQUENCE DRIVE, SAN DIEGO, CA, UNITED STATES, 92121",https://www.dexcom.com/global,December,2025-06-30,26117540000.0,923300000.0,46.9,0.847,6.56,0.0,0.0,1.42,10.97,0.133,0.184,0.0608,0.228,4300800000.0,2527400000.0,1.42,0.274,0.152,98.96,4,19,4,0,0,46.9,25.64,6.07,10.13,5.98,24.74,1.476,93.25,57.52,73.42,78.81,392155000,389520000,0.405,97.0,,
FANG,Common Stock,Diamondback Energy Inc,"Diamondback Energy Inc. (FANG) is a prominent independent oil and natural gas company primarily engaged in the exploration, development, and production of hydrocarbons in the prolific Permian Basin of West Texas. With its headquarters in Midland, Texas, the company boasts a diversified asset portfolio and operational efficiencies that enable it to capitalize on emerging growth opportunities in the energy sector. Diamondback's dedication to sustainable practices and technological innovation solidifies its competitive advantage, making it an attractive investment for institutional investors looking to gain exposure to the U.S. energy landscape.",1539838,NASDAQ,USD,USA,ENERGY,OIL & GAS E&P,"500 WEST TEXAS AVENUE, MIDLAND, TX, UNITED STATES, 79701",https://www.diamondbackenergy.com,December,2025-06-30,40264622000.0,9739000000.0,10.08,1.201,133.54,3.9,0.028,13.8,49.71,0.286,0.279,0.0637,0.138,13410000000.0,10114000000.0,13.8,-0.489,0.413,179.5,7,19,3,0,0,10.08,11.74,3.003,1.066,4.022,5.8,1.015,182.18,112.4,142.04,147.04,289486000,185581000,35.903,62.838,2025-08-21,2025-08-14
DLR,Common Stock,Digital Realty Trust Inc,"Digital Realty Trust, Inc. (DLR) is a premier real estate investment trust (REIT) that specializes in data center solutions, offering carrier-neutral facilities designed to maximize connectivity and operational flexibility for a diverse clientele. With a comprehensive global portfolio, the company delivers critical colocation and peering services that empower organizations to strengthen their digital infrastructure and streamline IT operations. As a key player in the digital economy, Digital Realty is committed to innovation, sustainability, and operational excellence, positioning itself as a vital partner for businesses navigating the evolving landscape of data services.",1297996,NYSE,USD,USA,REAL ESTATE,REIT - SPECIALTY,"2323 BRYAN STREET, DALLAS, TX, UNITED STATES, 75201",https://www.digitalrealty.com,December,2025-06-30,59993002000.0,2583914000.0,45.22,5.83,65.17,4.88,0.0281,3.82,17.02,0.243,0.15,0.0103,0.0584,5685474000.0,3099572000.0,3.82,13.79,0.126,195.54,5,15,7,0,1,45.22,109.89,10.55,2.671,13.21,20.69,0.974,192.35,128.14,170.04,166.37,341050000,318817000,0.015,99.471,2025-09-30,2025-09-15
